rank,name,url,category,subcategory,industry,design_style,color_mode,typography,hero_type,motion_level,product_ui,3d_webgl,distinctive_trait,curation_score_10,priority,tags,status,added_on,source_url,notes
302,Future Fonts,https://www.futurefonts.xyz,Website,Experimental type marketplace,Typography,"Experimental, raw, evolving, playful",Light,Many work-in-progress typefaces,Experimental catalog,Low,Low,Low,Unfinished type becomes the visual and conceptual premise,9.5,A,typography|experimental|marketplace|raw|type-foundry,Active,2026-08-07,https://www.futurefonts.xyz,
303,Velvetyne,https://velvetyne.fr,Website,Open-source type foundry,Typography,"Experimental, anti-commercial, graphic",Light,Experimental type families,Type catalog,Low,Low,Low,Distinctive open-source typography culture with strong graphic character,9.5,A,typography|open-source|experimental|graphic|type-foundry,Active,2026-08-07,https://velvetyne.fr,
304,NaN,https://www.nan.xyz,Website,Type foundry,Typography,"Digital-native, strange, typographic",Mixed,Experimental type families,Interactive specimens,Medium,Low,Medium,Digital-native type presentation with unusual visual behavior,9.7,A,typography|type-foundry|digital-native|experimental|interactive,Active,2026-08-07,https://www.nan.xyz,
305,Blaze Type,https://www.blazetype.eu,Website,Type foundry,Typography,"Bold, contemporary, specimen-led",Light,Display type,Type specimen catalog,Medium,Low,Low,Strong expressive type specimens with contemporary art direction,9.5,A,typography|type-foundry|bold|specimen|contemporary,Active,2026-08-07,https://www.blazetype.eu,
306,Type Network,https://typenetwork.com,Website,Type platform,Typography,"Editorial catalog, professional, specimen-rich",Light,Multiple foundries,Catalog / specimen,Low,Medium,Low,Large type catalog stays visually rich and usable,9.4,A,typography|catalog|type-foundry|editorial|specimen,Active,2026-08-07,https://typenetwork.com,
307,Swiss Typefaces,https://www.swisstypefaces.com,Website,Type foundry,Typography,"Swiss minimal, high-impact type",Light,Swiss display / text families,Type specimens,Medium,Low,Low,Extremely disciplined Swiss typography with bold scale,9.6,A,typography|swiss|minimal|type-foundry|specimen,Active,2026-08-07,https://www.swisstypefaces.com,
308,Dalton Maag,https://www.daltonmaag.com,Website,Type studio,Typography,"Refined, technical, brand-type focused",Light,Multiple type families,Custom type case studies,Medium,Low,Low,Useful reference for presenting custom typography as a brand system,9.4,A,typography|branding|type-studio|systems|case-study,Active,2026-08-07,https://www.daltonmaag.com,
309,Lineto,https://lineto.com,Website,Type foundry,Typography,"Swiss digital, utilitarian, iconic",Light,Multiple digital typefaces,Typeface catalog,Low,Low,Low,Internet-native Swiss type culture with highly recognizable restraint,9.6,A,typography|swiss|digital|type-foundry|minimal,Active,2026-08-07,https://lineto.com,
310,Fontshare,https://www.fontshare.com,Website,Type library,Typography,"Clean, interactive, specimen-heavy",Light,Multiple type families,Interactive font tester,Medium,High,Low,Highly usable type discovery interface with generous live specimens,9.4,A,typography|font-library|interactive|specimen|clean,Active,2026-08-07,https://www.fontshare.com,
311,Shopify Editions,https://www.shopify.com/editions,Website,Product release experience,Technology / Commerce,"Immersive product release, editorial, 3D",Mixed,Bold sans,Release-story / interactive modules,High,Medium,Medium,Turns a product changelog into a high-production visual publication,9.7,A,commerce|product-storytelling|editorial|motion|3d,Active,2026-08-07,https://www.shopify.com/editions,
312,Google Design,https://design.google,Blog,Design publication,Design / Technology,"Editorial design culture, image-rich",Light,Sans,Feature stories / projects,Medium,Low,Low,Strong design editorial framing from a major technology ecosystem,9.5,A,editorial|design|technology|culture|image-led,Active,2026-08-07,https://design.google,
313,Microsoft Design,https://microsoft.design,Blog,Design publication,Design / Technology,"Editorial, experimental, human-centered",Mixed,Sans,Feature / case-study imagery,Medium,Low,Low,Design storytelling is much more expressive than typical corporate content,9.5,A,editorial|design|technology|experimental|culture,Active,2026-08-07,https://microsoft.design,
314,Spotify Design,https://spotify.design,Blog,Design publication,Design / Technology,"Bold editorial, music-culture influenced",Mixed,Bold sans,Editorial feature grid,Medium,Low,Low,"Strong color, typography and editorial rhythm tied to music culture",9.6,A,editorial|music|design|bold|culture,Active,2026-08-07,https://spotify.design,
315,Dropbox Design,https://dropbox.design,Blog,Design publication,Design / Technology,"Creative editorial, art-directed",Mixed,Expressive typography,Editorial feature / illustration,Medium,Low,Low,A corporate design publication with unusually strong art direction,9.6,A,editorial|design|art-direction|illustration|typography,Active,2026-08-07,https://dropbox.design,
316,Airbnb Design,https://airbnb.design,Blog,Design publication,Design / Technology,"Warm editorial, human-centered, visual",Light,Sans,Editorial feature imagery,Medium,Low,Low,Strong human-centered design storytelling with excellent visual pacing,9.4,A,editorial|design|human-centered|technology|culture,Active,2026-08-07,https://airbnb.design,
317,Uber Design,https://www.uber.design,Blog,Design publication,Design / Technology,"Systematic, editorial, global",Light,Sans,Design-system / case-study stories,Medium,Low,Low,Strong example of presenting a complex global design system visually,9.4,A,editorial|design-system|technology|case-study|systems,Active,2026-08-07,https://www.uber.design,
318,IBM Design,https://www.ibm.com/design,Website,Design system / culture,Design / Technology,"Systematic, modernist, grid-led",Light,IBM Plex,Design principles / case studies,Medium,Medium,Low,Modernist design-system thinking translated into a coherent web language,9.4,A,design-system|modernist|grid|typography|technology,Active,2026-08-07,https://www.ibm.com/design,
319,Material Design 3,https://m3.material.io,Webapp,Design system,Design / Technology,"Component-led, interactive, colorful",Light,Google Sans,Interactive component documentation,Medium,High,Low,One of the strongest references for interactive design-system documentation,9.4,A,design-system|components|interactive|documentation|ui,Active,2026-08-07,https://m3.material.io,
320,Google Arts & Culture Experiments,https://artsandculture.google.com/experiment,Webapp,Interactive experiments archive,Arts & Culture,"Experimental, generative, interactive",Mixed,Varied,Interactive experiment gallery,High,High,High,"A deep archive of browser experiments spanning art, AI, maps and interaction",9.8,A,art|experiments|interactive|ai|webgl|culture,Active,2026-08-07,https://artsandculture.google.com/experiment,
321,Apple Vision Pro,https://www.apple.com/apple-vision-pro/,Website,Product microsite,Technology,"Spatial, cinematic, ultra-premium",Mixed,SF Pro,Immersive product film / spatial UI,High,Medium,High,Spatial computing is explained through exceptional compositing and motion,10.0,A,product|spatial|cinematic|technology|motion|3d,Active,2026-08-07,https://www.apple.com/apple-vision-pro/,
322,Apple AirPods Pro,https://www.apple.com/airpods-pro/,Website,Product microsite,Technology,"Cinematic product, macro, motion-led",Dark,SF Pro,3D product / feature story,High,Medium,High,Macro rendering and scroll choreography make tiny hardware feel monumental,9.9,A,product|audio|cinematic|3d|motion|technology,Active,2026-08-07,https://www.apple.com/airpods-pro/,
323,Apple MacBook Pro,https://www.apple.com/macbook-pro/,Website,Product microsite,Technology,Cinematic technical product storytelling,Dark,SF Pro,Product film / performance narrative,High,Medium,High,Complex performance claims are turned into visual product theatre,9.8,A,product|hardware|cinematic|motion|technology|3d,Active,2026-08-07,https://www.apple.com/macbook-pro/,
324,PlayStation 5,https://www.playstation.com/en-us/ps5/,Website,Product microsite,Gaming / Technology,"Game-cinematic, high contrast, product-led",Dark,Modern sans,Console / game imagery,High,Medium,Medium,Hardware and game worlds are combined into a dramatic visual narrative,9.7,A,gaming|product|cinematic|dark|motion,Active,2026-08-07,https://www.playstation.com/en-us/ps5/,
325,DJI Inspire 3,https://www.dji.com/inspire-3,Website,Product microsite,Technology / Imaging,"Technical cinematic, product-detail rich",Dark,Modern sans,Drone film / 3D product detail,High,Medium,Medium,Technical hardware storytelling feels like a premium film-production reel,9.7,A,drone|product|cinematic|technical|3d|motion,Active,2026-08-07,https://www.dji.com/inspire-3,
326,Leica Q3,https://leica-camera.com/en-int/photography/cameras/q/q3,Website,Product microsite,Photography / Technology,"Premium photographic, restrained, editorial",Dark,Modern sans,Camera / photography narrative,Medium,Low,Low,Product detail and photography are given museum-like visual space,9.6,A,camera|photography|premium|editorial|product,Active,2026-08-07,https://leica-camera.com/en-int/photography/cameras/q/q3,
327,OP-1 field,https://teenage.engineering/products/op-1-field,Website,Product microsite,Music Technology,"Industrial playful, product-first, tactile",Light,Technical sans,Hardware closeups / demos,Medium,Medium,Low,A small product page with outstanding industrial-design personality,9.8,A,music|hardware|industrial|playful|product,Active,2026-08-07,https://teenage.engineering/products/op-1-field,
328,Dyson OnTrac,https://www.dyson.com/headphones/ontrac,Website,Product microsite,Technology / Audio,"Engineering-led, glossy, 3D product",Mixed,Modern sans,Exploded / material product story,High,Medium,High,Engineering diagrams and material renders become high-end visual storytelling,9.7,A,audio|engineering|product|3d|technology|motion,Active,2026-08-07,https://www.dyson.com/headphones/ontrac,
329,Beolab 90,https://www.bang-olufsen.com/en/us/speakers/beolab-90,Website,Product microsite,Luxury / Audio,"Sculptural, luxury, acoustic-tech",Dark,Refined sans,Speaker / material imagery,Medium,Low,Medium,Treats a loudspeaker like architecture and sculpture,9.7,A,audio|luxury|sculptural|product|industrial,Active,2026-08-07,https://www.bang-olufsen.com/en/us/speakers/beolab-90,
330,Lucid Gravity,https://lucidmotors.com/gravity,Website,Product microsite,Automotive,"Futuristic, cinematic, luxury EV",Mixed,Modern sans,Vehicle film / product story,High,Medium,Medium,Very polished automotive motion and futuristic product framing,9.6,A,automotive|luxury|cinematic|product|motion,Active,2026-08-07,https://lucidmotors.com/gravity,
331,SSENSE,https://www.ssense.com,Website,Fashion commerce / editorial,Fashion / Culture,"Brutalist luxury, editorial, monochrome",Light,Modern sans,Editorial commerce grid,Low,Medium,Low,"Commerce, fashion editorial and cultural publishing share one severe visual system",9.7,A,fashion|editorial|brutalist|luxury|commerce,Active,2026-08-07,https://www.ssense.com,
332,Slam Jam,https://slamjam.com,Website,Fashion commerce / culture,Fashion / Culture,"Subcultural, editorial, graphic",Light,Bold sans,Campaign / editorial grid,Medium,Low,Low,Strong street-culture identity and non-generic merchandising,9.6,A,fashion|culture|editorial|streetwear|graphic,Active,2026-08-07,https://slamjam.com,
333,Rick Owens,https://www.rickowens.eu,Website,Fashion commerce,Luxury / Fashion,"Monolithic, brutal, monochrome",Light,Minimal sans,Campaign / product imagery,Low,Low,Low,Extreme restraint mirrors the architectural character of the brand,9.6,A,fashion|brutalist|monochrome|luxury|minimal,Active,2026-08-07,https://www.rickowens.eu,
334,Issey Miyake,https://www.isseymiyake.com,Website,Fashion / brand,Fashion / Design,"Japanese minimal, conceptual, graphic",Light,Modern sans,Collection / design stories,Medium,Low,Low,Conceptual fashion is translated into a clean but visually inventive system,9.7,A,fashion|japanese|conceptual|minimal|editorial,Active,2026-08-07,https://www.isseymiyake.com,
335,sacai,https://www.sacai.jp,Website,Fashion / brand,Luxury / Fashion,"Japanese fashion, editorial, restrained",Light,Sans,Collection imagery,Low,Low,Low,Controlled visual identity lets hybrid fashion imagery carry the experience,9.5,A,fashion|japanese|editorial|minimal|luxury,Active,2026-08-07,https://www.sacai.jp,
336,AMBUSH,https://www.ambushdesign.com,Website,Fashion commerce,Fashion / Culture,"Bold, digital, street-luxury",Mixed,Bold sans,Campaign / product imagery,Medium,Low,Low,"High-energy art direction bridges streetwear, jewelry and luxury",9.5,A,fashion|streetwear|luxury|bold|campaign,Active,2026-08-07,https://www.ambushdesign.com,
337,Brain Dead,https://wearebraindead.com,Website,Fashion / culture commerce,Fashion / Culture,"Graphic maximalism, weird, subcultural",Mixed,Expressive type,Illustration / product / culture grid,Medium,Low,Low,Feels like a graphic-zine universe rather than a standard shop,9.8,A,fashion|maximal|graphic|subculture|illustration,Active,2026-08-07,https://wearebraindead.com,
